type,monkey,RW,cond,rt,err,pred
D1ERR-RT,Monkey ST,8,30,365.759434,0.004694836,0.030186743
D1ERR-RT,Monkey ST,8,30,355.008,0.019607843,0.025565728
D1ERR-RT,Monkey ST,8,30,352.6808511,0.02892562,0.024565509
D1ERR-RT,Monkey ST,8,50,408.9479167,0.010309278,0.048749348
D1ERR-RT,Monkey ST,8,50,335.2673267,0.009803922,0.017081097
D1ERR-RT,Monkey ST,8,50,347.35,0.003558719,0.022274285
D1ERR-RT,Monkey ST,8,50,347.9585062,0.008230453,0.022535824
D1ERR-RT,Monkey ST,8,100,373.247619,0.032258065,0.033405199
D1ERR-RT,Monkey ST,8,100,380.5714286,0.022522523,0.036553005
D1ERR-RT,Monkey ST,8,100,374.9148936,0.020833333,0.034121801
D1ERR-RT,Monkey ST,8,100,422.9453782,0.020576132,0.05476552
D1ERR-RT,Monkey ST,8,Control,332.0363636,0.023668639,0.015692415
D1ERR-RT,Monkey ST,8,Control,326.8575758,0.011976048,0.013466549
D1ERR-RT,Monkey ST,8,Control,347.5679758,0.011940299,0.022367972
D1ERR-RT,Monkey ST,8,Control,310.4233129,0.009118541,0.006403028
D1ERR-RT,Monkey ST,8,Control,341.1875,0.00591716,0.019625615
D1ERR-RT,Monkey ST,8,Control,328.7634069,0.006269592,0.014285683
D1ERR-RT,Monkey ST,8,Control,327.668693,0.006042296,0.01381517
D1ERR-RT,Monkey ST,8,Control,352.0183486,0.018018018,0.024280762
D1ERR-RT,Monkey ST,8,Control,328.8605578,0.015686275,0.014327439
D1ERR-RT,Monkey ST,8,Control,346.5993485,0.016025641,0.021951652
D1ERR-RT,Monkey ST,8,Control,348.9117647,0.01734104,0.022945539
D1ERR-RT,Monkey ST,8,Control,333.6941176,0.034090909,0.016404925
D1ERR-RT,Monkey ST,8,Control,326.4041096,0.010169492,0.013271647
D1ERR-RT,Monkey ST,8,Control,318.1719745,0.012578616,0.009733438
D1ERR-RT,Monkey ST,8,Control,315.7804878,0.023809524,0.008705566
D1ERR-RT,Monkey ST,8,Control,315.6415663,0.008955224,0.008645857
D1ERR-RT,Monkey ST,8,Control,322.0724138,0.010238908,0.011409864
D1ERR-RT,Monkey ST,8,Control,309.7871622,0.02310231,0.006129608
D1ERR-RT,Monkey ST,8,Control,322.8146853,0.020547945,0.011728896
D1ERR-RT,Monkey ST,8,Control,327.3454545,0.020771513,0.013676241
D1ERR-RT,Monkey ST,8,Control,331.5173502,0.018575851,0.015469341
D1ERR-RT,Monkey ST,8,Control,342.9462025,0.033639144,0.020381513
D1ERR-RT,Monkey ST,8,Control,344.0130719,0.01607717,0.020840058
D1ERR-RT,Monkey ST,8,Control,343.9857955,0.005649718,0.020828335
D1ERR-RT,Monkey ST,8,Control,331.4735099,0.00330033,0.015450498
D1ERR-RT,Monkey ST,8,Control,334.8554217,0.014836795,0.016904059
D1ERR-RT,Monkey ST,8,Control,355.8585209,0.006389776,0.025931286
D1ERR-RT,Monkey ST,8,Control,376.1797386,0.009708738,0.034665437
D1ERR-RT,Monkey ST,8,Control,347.9485294,0.021582734,0.022531536
D1ERR-RT,Monkey ST,8,Control,366.472028,0.027210884,0.030493019
D1ERR-RT,Monkey ST,8,Control,371.5034014,0.023255814,0.032655526
D2ERR-RT,Monkey KN,1,0,527.3823529,0.244444444,0.129022174
D2ERR-RT,Monkey KN,1,0,492.1803279,0.148837209,0.106979313
D2ERR-RT,Monkey KN,1,0,497.5841584,0.251851852,0.110363092
D2ERR-RT,Monkey KN,1,0,451.8315789,0.077669903,0.081713668
D2ERR-RT,Monkey KN,1,1,531.4214286,0.247311828,0.131551369
D2ERR-RT,Monkey KN,1,1,520.7350427,0.158273381,0.124859751
D2ERR-RT,Monkey KN,1,1,578.6796117,0.127118644,0.161143575
D2ERR-RT,Monkey KN,1,1,473.7468354,0.225490196,0.095436599
D2ERR-RT,Monkey KN,1,2,527.4696133,0.242677824,0.129076815
D2ERR-RT,Monkey KN,1,2,446.028436,0.094420601,0.078079846
D2ERR-RT,Monkey KN,1,2,534.1045752,0.120689655,0.133231506
D2ERR-RT,Monkey KN,1,2,454.140625,0.157894737,0.08315955
D2ERR-RT,Monkey KN,1,3,487.7751196,0.173913043,0.104220852
D2ERR-RT,Monkey KN,1,3,420.3606557,0.07106599,0.062007154
D2ERR-RT,Monkey KN,1,3,524.3303571,0.194244604,0.127111071
D2ERR-RT,Monkey KN,1,3,461.2709677,0.153005464,0.087624439
D2ERR-RT,Monkey KN,1,4,462.2344498,0.091304348,0.088227754
D2ERR-RT,Monkey KN,1,4,493.1518987,0.070588235,0.107587693
D2ERR-RT,Monkey KN,1,4,507.9864865,0.144508671,0.116876839
D2ERR-RT,Monkey KN,1,7,446.0559701,0.100671141,0.078097088
D2ERR-RT,Monkey KN,1,7,490.7521368,0.071428571,0.106085006
D2ERR-RT,Monkey KN,1,7,455.9401709,0.071428571,0.084286392
D2ERR-RT,Monkey KN,1,Control,537.5403226,0.094890511,0.135382908
D2ERR-RT,Monkey KN,1,Control,522.2857143,0.145348837,0.125830753
D2ERR-RT,Monkey KN,1,Control,485.18,0.115044248,0.102595836
D2ERR-RT,Monkey KN,1,Control,530.9555556,0.150943396,0.131259648
D2ERR-RT,Monkey KN,1,Control,443.6212121,0.076923077,0.076572487
D2ERR-RT,Monkey KN,1,Control,428.7977099,0.077464789,0.067290282
D2ERR-RT,Monkey KN,1,Control,456.0571429,0.066666667,0.084359638
D2ERR-RT,Monkey KN,1,Control,470.7048193,0.062146893,0.093531744
D2ERR-RT,Monkey KN,1,Control,441.8531746,0.09352518,0.075465374
D2ERR-RT,Monkey KN,1,Control,451.5263158,0.073170732,0.081522517
D2ERR-RT,Monkey KN,1,Control,452.4672131,0.046875,0.08211169
D2ERR-RT,Monkey KN,1,Control,424.6527778,0.127272727,0.064694802
D2ERR-RT,Monkey KN,1,Control,482.9230769,0.095652174,0.101182592
D2ERR-RT,Monkey KN,1,Control,451.1203008,0.10738255,0.081268278
D2ERR-RT,Monkey KN,1,Control,496.4537037,0.162790698,0.109655222
D2ERR-RT,Monkey KN,1,Control,474.5966851,0.095,0.095968759
D2ERR-RT,Monkey KN,2,0,456.9871795,0.1875,0.08494201
D2ERR-RT,Monkey KN,2,0,433.625,0.036649215,0.070313042
D2ERR-RT,Monkey KN,2,0,471.2526316,0.128440367,0.093874774
D2ERR-RT,Monkey KN,2,0,418.5454545,0.083333333,0.060870508
D2ERR-RT,Monkey KN,2,1,458.6794872,0.098265896,0.086001702
D2ERR-RT,Monkey KN,2,1,473.8854962,0.04379562,0.095523425
D2ERR-RT,Monkey KN,2,1,516.0545455,0.12,0.121928909
D2ERR-RT,Monkey KN,2,1,412.6438356,0.098765432,0.057175023
D2ERR-RT,Monkey KN,2,2,439.7486034,0.095959596,0.07414753
D2ERR-RT,Monkey KN,2,2,393.7627907,0.069264069,0.045352059
D2ERR-RT,Monkey KN,2,2,455.3354839,0.018987342,0.083907749
D2ERR-RT,Monkey KN,2,2,430.0243902,0.061068702,0.068058407
D2ERR-RT,Monkey KN,2,3,423.4744898,0.057692308,0.063956979
D2ERR-RT,Monkey KN,2,3,378.0497238,0.085858586,0.035512826
D2ERR-RT,Monkey KN,2,3,486.1122449,0.057692308,0.103179591
D2ERR-RT,Monkey KN,2,3,415.2331288,0.094444444,0.058796391
D2ERR-RT,Monkey KN,2,4,418.0966184,0.075892857,0.060589455
D2ERR-RT,Monkey KN,2,4,437.6233766,0.043478261,0.072816752
D2ERR-RT,Monkey KN,2,4,495.4342105,0.055900621,0.109016834
D2ERR-RT,Monkey KN,2,7,414.418251,0.05734767,0.058286129
D2ERR-RT,Monkey KN,2,7,439.8016878,0.048192771,0.074180771
D2ERR-RT,Monkey KN,2,7,397.9555556,0.034334764,0.047977492
D2ERR-RT,Monkey KN,2,Control,439.6280992,0.047244094,0.074072073
D2ERR-RT,Monkey KN,2,Control,420.5625,0.058823529,0.062133545
D2ERR-RT,Monkey KN,2,Control,428.4579439,0.085470085,0.067077527
D2ERR-RT,Monkey KN,2,Control,466.7474747,0.083333333,0.091053728
D2ERR-RT,Monkey KN,2,Control,401.8251748,0.052980132,0.050400576
D2ERR-RT,Monkey KN,2,Control,376.7207547,0.04676259,0.03468065
D2ERR-RT,Monkey KN,2,Control,421.0559441,0.077419355,0.062442531
D2ERR-RT,Monkey KN,2,Control,432.4260355,0.050561798,0.069562273
D2ERR-RT,Monkey KN,2,Control,409.2687747,0.030651341,0.055061622
D2ERR-RT,Monkey KN,2,Control,383.2710843,0.023529412,0.038782346
D2ERR-RT,Monkey KN,2,Control,414.397541,0.035573123,0.058273161
D2ERR-RT,Monkey KN,2,Control,417.4013158,0.061728395,0.060154069
D2ERR-RT,Monkey KN,2,Control,469.733945,0.076271186,0.0929238
D2ERR-RT,Monkey KN,2,Control,400.6688312,0.06097561,0.049676495
D2ERR-RT,Monkey KN,2,Control,425.2342342,0.119047619,0.065058899
D2ERR-RT,Monkey KN,2,Control,425.5597826,0.123809524,0.065262752
D2ERR-RT,Monkey KN,4,0,442.8656716,0.014705882,0.076099381
D2ERR-RT,Monkey KN,4,0,413.4619883,0.028409091,0.057687335
D2ERR-RT,Monkey KN,4,0,432.7920792,0.038095238,0.069791483
D2ERR-RT,Monkey KN,4,0,418,0,0.060528955
D2ERR-RT,Monkey KN,4,1,433.4064516,0.082840237,0.070176191
D2ERR-RT,Monkey KN,4,1,446.6,0.00862069,0.078437749
D2ERR-RT,Monkey KN,4,1,482.3723404,0.020833333,0.100837731
D2ERR-RT,Monkey KN,4,1,440.6438356,0,0.074708108
D2ERR-RT,Monkey KN,4,2,430.3579545,0.068783069,0.068267279
D2ERR-RT,Monkey KN,4,2,377.4352332,0,0.035128043
D2ERR-RT,Monkey KN,4,2,451.1419355,0.082840237,0.081281826
D2ERR-RT,Monkey KN,4,2,400.2538462,0.044117647,0.049416639
D2ERR-RT,Monkey KN,4,3,421.3756345,0.066350711,0.062642715
D2ERR-RT,Monkey KN,4,3,386.0523256,0.028248588,0.040523908
D2ERR-RT,Monkey KN,4,3,461.0206186,0.03,0.087467675
D2ERR-RT,Monkey KN,4,3,411.5432099,0.063583815,0.056485831
D2ERR-RT,Monkey KN,4,4,429.9311927,0.03539823,0.068000048
D2ERR-RT,Monkey KN,4,4,439.7733333,0.025974026,0.074163016
D2ERR-RT,Monkey KN,4,4,434.4507042,0.020689655,0.070830083
D2ERR-RT,Monkey KN,4,7,403.3445693,0.032608696,0.051351993
D2ERR-RT,Monkey KN,4,7,426.3948498,0.012711864,0.065785655
D2ERR-RT,Monkey KN,4,7,403.2959641,0.030434783,0.051321557
D2ERR-RT,Monkey KN,4,Control,419.648,0.038461538,0.061560902
D2ERR-RT,Monkey KN,4,Control,402.627451,0.061349693,0.050902947
D2ERR-RT,Monkey KN,4,Control,420.3391304,0.049586777,0.061993675
D2ERR-RT,Monkey KN,4,Control,443.3452381,0.011764706,0.076399677
D2ERR-RT,Monkey KN,4,Control,394.6041667,0.006896552,0.045878914
D2ERR-RT,Monkey KN,4,Control,389.1187739,0.02247191,0.042444061
D2ERR-RT,Monkey KN,4,Control,404.3642857,0.060402685,0.051990521
D2ERR-RT,Monkey KN,4,Control,397.0372671,0.052941176,0.047402476
D2ERR-RT,Monkey KN,4,Control,396.0632411,0.015564202,0.046792559
D2ERR-RT,Monkey KN,4,Control,392.0645161,0,0.044288631
D2ERR-RT,Monkey KN,4,Control,406.7813765,0.03515625,0.053504059
D2ERR-RT,Monkey KN,4,Control,403.4027778,0.01369863,0.051388442
D2ERR-RT,Monkey KN,4,Control,409.46875,0.058823529,0.055186843
D2ERR-RT,Monkey KN,4,Control,402.0955414,0.042682927,0.050569875
D2ERR-RT,Monkey KN,4,Control,437.7,0.083969466,0.072864733
D2ERR-RT,Monkey KN,4,Control,418.3812155,0.052356021,0.060767665
D2ERR-RT,Monkey KN,8,0,467.0322581,0.060606061,0.091232054
D2ERR-RT,Monkey KN,8,0,414.6023392,0.022857143,0.058401402
D2ERR-RT,Monkey KN,8,0,424.5454545,0.022222222,0.064627598
D2ERR-RT,Monkey KN,8,0,417.979798,0.048076923,0.060516304
D2ERR-RT,Monkey KN,8,1,462.7913669,0.034722222,0.088576486
D2ERR-RT,Monkey KN,8,1,451.6147541,0.031746032,0.081577896
D2ERR-RT,Monkey KN,8,1,495.6752137,0.033057851,0.109167746
D2ERR-RT,Monkey KN,8,1,433.369863,0.064102564,0.07015328
D2ERR-RT,Monkey KN,8,2,460.0112994,0.082901554,0.086835658
D2ERR-RT,Monkey KN,8,2,400.9795918,0.01010101,0.049871088
D2ERR-RT,Monkey KN,8,2,471.8058824,0.039548023,0.094221209
D2ERR-RT,Monkey KN,8,2,421.296875,0.015384615,0.062593397
D2ERR-RT,Monkey KN,8,3,447.4,0.023809524,0.078938694
D2ERR-RT,Monkey KN,8,3,420.688172,0.03626943,0.062212238
D2ERR-RT,Monkey KN,8,3,489.3796296,0.044247788,0.105225567
D2ERR-RT,Monkey KN,8,3,430.7012195,0.012048193,0.068482225
D2ERR-RT,Monkey KN,8,4,452.7281106,0.02690583,0.082275059
D2ERR-RT,Monkey KN,8,4,458.4451613,0.03125,0.085854971
D2ERR-RT,Monkey KN,8,4,449.4532374,0.034722222,0.080224394
D2ERR-RT,Monkey KN,8,7,445.2641509,0.007490637,0.077601265
D2ERR-RT,Monkey KN,8,7,444.7715517,0.033333333,0.077292808
D2ERR-RT,Monkey KN,8,7,400.5294118,0.030701754,0.049589193
D2ERR-RT,Monkey KN,8,Control,446.023622,0.066176471,0.078076832
D2ERR-RT,Monkey KN,8,Control,433.4963504,0.035211268,0.070232484
D2ERR-RT,Monkey KN,8,Control,462.4594595,0.034782609,0.088368651
D2ERR-RT,Monkey KN,8,Control,441.0689655,0.064516129,0.074974317
D2ERR-RT,Monkey KN,8,Control,411.277027,0.026315789,0.056319152
D2ERR-RT,Monkey KN,8,Control,399.0344828,0.011363636,0.048653096
D2ERR-RT,Monkey KN,8,Control,443.3680556,0.033557047,0.076413965
D2ERR-RT,Monkey KN,8,Control,430.0843373,0.017751479,0.068095945
D2ERR-RT,Monkey KN,8,Control,408.2252964,0.01171875,0.054408215
D2ERR-RT,Monkey KN,8,Control,458.8764045,0.058201058,0.086125008
D2ERR-RT,Monkey KN,8,Control,432.8204082,0.023904382,0.069809222
D2ERR-RT,Monkey KN,8,Control,431.23125,0.03030303,0.06881412
D2ERR-RT,Monkey KN,8,Control,459.1358025,0.1,0.086287438
D2ERR-RT,Monkey KN,8,Control,413.5189873,0.048192771,0.057723027
D2ERR-RT,Monkey KN,8,Control,471.8962264,0.045045045,0.094277781
D2ERR-RT,Monkey KN,8,Control,422.8877005,0.026041667,0.063589543
D2ERR-RT,Monkey ST,1,0,450.6390244,0.163265306,0.080966912
D2ERR-RT,Monkey ST,1,0,443.8581818,0.110032362,0.076720873
D2ERR-RT,Monkey ST,1,1,504.1653543,0.164473684,0.114484116
D2ERR-RT,Monkey ST,1,1,464.1593625,0.113074205,0.089433099
D2ERR-RT,Monkey ST,1,1,437.0074349,0.052816901,0.072431061
D2ERR-RT,Monkey ST,1,2,448.7042254,0.217630854,0.079755376
D2ERR-RT,Monkey ST,1,2,413.12,0.122807018,0.057473188
D2ERR-RT,Monkey ST,1,2,380.4618182,0.061433447,0.037023235
D2ERR-RT,Monkey ST,1,2,430.1921824,0.06969697,0.068163475
D2ERR-RT,Monkey ST,1,3,422.4577922,0.088757396,0.063320342
D2ERR-RT,Monkey ST,1,3,415.5965517,0.152046784,0.059023959
D2ERR-RT,Monkey ST,1,3,499.5284974,0.192468619,0.111580602
D2ERR-RT,Monkey ST,1,3,404.48,0.056603774,0.052062979
D2ERR-RT,Monkey ST,1,4,449.630597,0.175384615,0.080335453
D2ERR-RT,Monkey ST,1,4,403.369637,0.067692308,0.05136769
D2ERR-RT,Monkey ST,1,4,431.9858657,0.081168831,0.069286647
D2ERR-RT,Monkey ST,1,4,389.97,0.07120743,0.042977084
D2ERR-RT,Monkey ST,1,7,422.5838926,0.06875,0.063399304
D2ERR-RT,Monkey ST,1,7,410.372549,0.072727273,0.055752785
D2ERR-RT,Monkey ST,1,7,408.1948882,0.082111437,0.054389174
D2ERR-RT,Monkey ST,1,Control,404.1413043,0.08,0.051850894
D2ERR-RT,Monkey ST,1,Control,365.3670886,0.039513678,0.027571192
D2ERR-RT,Monkey ST,1,Control,410.5966102,0.051446945,0.055893088
D2ERR-RT,Monkey ST,1,Control,368.7128713,0.067692308,0.02966626
D2ERR-RT,Monkey ST,1,Control,404.9479167,0.058823529,0.05235598
D2ERR-RT,Monkey ST,1,Control,406.7678571,0.0781893,0.053495593
D2ERR-RT,Monkey ST,1,Control,386.2363014,0.051948052,0.04063911
D2ERR-RT,Monkey ST,1,Control,378.6275168,0.050955414,0.035874629
D2ERR-RT,Monkey ST,1,Control,412.2364865,0.103030303,0.056919948
D2ERR-RT,Monkey ST,1,Control,431.8557692,0.071428571,0.069205183
D2ERR-RT,Monkey ST,2,0,404.6479592,0.121076233,0.052168152
D2ERR-RT,Monkey ST,2,0,391.9131944,0.055737705,0.044193876
D2ERR-RT,Monkey ST,2,1,474.7423077,0.087719298,0.096059945
D2ERR-RT,Monkey ST,2,1,419.74,0.067164179,0.061618511
D2ERR-RT,Monkey ST,2,1,397.0746269,0.042857143,0.04742587
D2ERR-RT,Monkey ST,2,2,406.5931034,0.118541033,0.053386165
D2ERR-RT,Monkey ST,2,2,382.3937282,0.062091503,0.038232961
D2ERR-RT,Monkey ST,2,2,342.0075472,0.036363636,0.012943877
D2ERR-RT,Monkey ST,2,2,403.3554817,0.019543974,0.051358826
D2ERR-RT,Monkey ST,2,3,378.9570957,0.053125,0.036081005
D2ERR-RT,Monkey ST,2,3,378.8409894,0.05033557,0.036008302
D2ERR-RT,Monkey ST,2,3,446.2849462,0.083743842,0.078240468
D2ERR-RT,Monkey ST,2,3,384.0716612,0.034591195,0.039283652
D2ERR-RT,Monkey ST,2,4,430.0774908,0.062283737,0.068091657
D2ERR-RT,Monkey ST,2,4,367.7588424,0.060422961,0.029068865
D2ERR-RT,Monkey ST,2,4,400.7003484,0.040133779,0.049696231
D2ERR-RT,Monkey ST,2,4,363.6192053,0.019480519,0.0264767
D2ERR-RT,Monkey ST,2,7,383.4362416,0.044871795,0.038885764
D2ERR-RT,Monkey ST,2,7,374.2474227,0.036423841,0.033131895
D2ERR-RT,Monkey ST,2,7,380.4811321,0.036363636,0.037035329
D2ERR-RT,Monkey ST,2,Control,367.5820896,0.053003534,0.028958185
D2ERR-RT,Monkey ST,2,Control,341.2257053,0.012383901,0.012454302
D2ERR-RT,Monkey ST,2,Control,378.9349315,0.045751634,0.036067126
D2ERR-RT,Monkey ST,2,Control,348.1856678,0.031545741,0.016812502
D2ERR-RT,Monkey ST,2,Control,373.1888112,0.033783784,0.032469011
D2ERR-RT,Monkey ST,2,Control,381.4469027,0.046413502,0.037640077
D2ERR-RT,Monkey ST,2,Control,362.1643836,0.016835017,0.025565717
D2ERR-RT,Monkey ST,2,Control,360.8594771,0.022364217,0.024748609
D2ERR-RT,Monkey ST,2,Control,376.4778157,0.045602606,0.034528526
D2ERR-RT,Monkey ST,2,Control,397.9492063,0.051204819,0.047973516
D2ERR-RT,Monkey ST,4,0,356.4759615,0.023474178,0.022003732
D2ERR-RT,Monkey ST,4,0,358.2355072,0.007194245,0.023105527
D2ERR-RT,Monkey ST,4,1,405.0622568,0.044609665,0.052427577
D2ERR-RT,Monkey ST,4,1,375.956,0.027237354,0.034201774
D2ERR-RT,Monkey ST,4,1,363.3246269,0.032490975,0.02629224
D2ERR-RT,Monkey ST,4,2,375.4049296,0.030716724,0.033856704
D2ERR-RT,Monkey ST,4,2,354.2315436,0.026143791,0.020598319
D2ERR-RT,Monkey ST,4,2,328.7655678,0.014440433,0.004651993
D2ERR-RT,Monkey ST,4,2,375.76,0.022801303,0.034079043
D2ERR-RT,Monkey ST,4,3,368.6057692,0.006369427,0.029599195
D2ERR-RT,Monkey ST,4,3,340.9431438,0.022875817,0.012277367
D2ERR-RT,Monkey ST,4,3,398.2361809,0.033980583,0.048153214
D2ERR-RT,Monkey ST,4,3,355.1554054,0.029508197,0.021176824
D2ERR-RT,Monkey ST,4,4,378.4542125,0.048780488,0.035766109
D2ERR-RT,Monkey ST,4,4,347.2079208,0.031948882,0.016200255
D2ERR-RT,Monkey ST,4,4,377.3333333,0.007194245,0.035064235
D2ERR-RT,Monkey ST,4,4,347.3024055,0.010204082,0.01625942
D2ERR-RT,Monkey ST,4,7,363.9689655,0.013605442,0.026695713
D2ERR-RT,Monkey ST,4,7,341.9802632,0.01618123,0.012926792
D2ERR-RT,Monkey ST,4,7,359.3864407,0.02640264,0.023826221
D2ERR-RT,Monkey ST,4,Control,336.0300752,0.007462687,0.009200894
D2ERR-RT,Monkey ST,4,Control,332.3333333,0.006557377,0.006886062
D2ERR-RT,Monkey ST,4,Control,353.6917808,0.010169492,0.020260329
D2ERR-RT,Monkey ST,4,Control,333.8355263,0.012987013,0.007826708
D2ERR-RT,Monkey ST,4,Control,358.7291667,0.003460208,0.023414648
D2ERR-RT,Monkey ST,4,Control,347.6289593,0.004504505,0.016463902
D2ERR-RT,Monkey ST,4,Control,354.4808362,0.006920415,0.020754421
D2ERR-RT,Monkey ST,4,Control,352.0582524,0.012779553,0.019237444
D2ERR-RT,Monkey ST,4,Control,349.7918089,0.02006689,0.017818238
D2ERR-RT,Monkey ST,4,Control,388.1708861,0.0125,0.041850511
D2ERR-RT,Monkey ST,8,0,335.9170732,0.004854369,0.009130134
D2ERR-RT,Monkey ST,8,0,350.7761194,0,0.018434596
D2ERR-RT,Monkey ST,8,1,352.7042802,0.030188679,0.019641974
D2ERR-RT,Monkey ST,8,1,333.912,0.031007752,0.007874594
D2ERR-RT,Monkey ST,8,1,349.007326,0.007272727,0.01732701
D2ERR-RT,Monkey ST,8,2,349.3784722,0.04950495,0.017559415
D2ERR-RT,Monkey ST,8,2,327.7697368,0.012987013,0.004028422
D2ERR-RT,Monkey ST,8,2,308.7137405,0.018726592,-0.007904093
D2ERR-RT,Monkey ST,8,2,348.8026756,0.009933775,0.017198861
D2ERR-RT,Monkey ST,8,3,348.5284281,0.009933775,0.017027133
D2ERR-RT,Monkey ST,8,3,313.8482759,0.023569024,-0.004688941
D2ERR-RT,Monkey ST,8,3,338.3560976,0.033018868,0.010657406
D2ERR-RT,Monkey ST,8,3,339.547541,0.016129032,0.011403466
D2ERR-RT,Monkey ST,8,4,359.8651685,0.046428571,0.024125991
D2ERR-RT,Monkey ST,8,4,320.956229,0.013289037,-2.38E-04
D2ERR-RT,Monkey ST,8,4,341.9590444,0.016778523,0.012913505
D2ERR-RT,Monkey ST,8,4,328.0648464,0.016778523,0.004213214
D2ERR-RT,Monkey ST,8,7,342.1973684,0.006535948,0.013062739
D2ERR-RT,Monkey ST,8,7,320.7303754,0.029801325,-3.79E-04
D2ERR-RT,Monkey ST,8,7,336.4235669,0.009463722,0.009447291
D2ERR-RT,Monkey ST,8,Control,316.619403,0.025454545,-0.002953713
D2ERR-RT,Monkey ST,8,Control,319.9189189,0,-8.88E-04
D2ERR-RT,Monkey ST,8,Control,340.5656566,0.01980198,0.012040991
D2ERR-RT,Monkey ST,8,Control,316.5512821,0.00952381,-0.002996369
D2ERR-RT,Monkey ST,8,Control,340.3093525,0.017667845,0.011880499
D2ERR-RT,Monkey ST,8,Control,344.1382488,0.018099548,0.014278083
D2ERR-RT,Monkey ST,8,Control,338.7070707,0.01,0.010877179
D2ERR-RT,Monkey ST,8,Control,334.3206897,0.016949153,0.008130508
D2ERR-RT,Monkey ST,8,Control,329.8305648,0.029032258,0.005318874
D2ERR-RT,Monkey ST,8,Control,356.3237179,0.00952381,0.0219084